50030027;BF;0
50030033;SA;4
50050004;SA;1
50050033;BT;1
50020018;BT;1
50030025;HC;7
50030043;sEA;1
50020022;sEA;1
50020024;SA;5
50040024;BT;1
50040036;BF;0
50020030;sEA;1
50040034;HC;1
50040007;SA;1
50040030;SA;1
50050014;sEA;1
50050045;BF;0
50030015;BT;1
50050043;HC;1
50020028;HC;1
50040048;sEA;1
50050021;BT;1
50020006;BT;3
50050030;sEA;1
50030021;SA;1
50030039;BF;0
50020006;sEA;500000
50050021;BF;0
50030027;sEA;500000
50030037;HC;1
50020012;SA;1
50030050;BF;0
50020041;BT;1
50040048;BF;0
50040046;HC;1
50020041;BF;0
50030049;BT;7
50030050;BT;1
50050045;BT;1
50050026;SA;7
50030005;BF;0
50040036;BT;1
50040002;sEA;1
50030003;HC;1
50030019;sEA;1
50020014;sEA;1
50040014;BF;0
50040019;SA;1
50040042;SA;1
50020018;BF;0
50030027;BT;4
50020016;HC;1
50040012;HC;1
50020046;SA;4
50050018;HC;1
50050022;sEA;1
50020021;sEA;500000
50030037;BT;1
50030008;SA;7
50050023;BF;0
50040046;BF;0
50030034;sEA;1
50020005;sEA;1
50050021;HC;1
50040009;HC;1
50040044;HC;1
50020028;BT;1
50050043;BT;1
50050015;sEA;1
50050043;BF;0
50030043;SA;1
50030042;sEA;297
50050028;SA;1
50020038;HC;4
50050031;sEA;1
50030003;BF;0
50020034;SA;1
50050011;BT;1
50030049;BF;0
50040034;BT;1
50030001;HC;1
50040049;sEA;1
50030047;HC;500000
50030028;sEA;293
50030025;BT;5
50040012;BF;0
50040002;BT;1
50040017;SA;1
50040010;HC;5
50040040;SA;1
50040012;BT;1
50040002;BF;0
50020006;BF;0
50030031;SA;6
50020016;BT;1
50020004;HC;500000
50050021;sEA;1
50050011;BF;0
50030003;BT;1
50030015;BF;0
50050016;SA;1
50020022;SA;1
50030013;HC;1
50020028;BF;0
50020015;sEA;293
50040024;BF;0
50050038;SA;1
50040022;HC;1
50050008;HC;1
50020026;HC;1
50050031;HC;1
50050033;BF;0
50030035;sEA;500000
