190070028;SA;1
210120021;BT;1
210200028;HC;1
230230005;SA;1
240100016;SA;1
210140009;SA;1
230070038;BT;1
210130039;HC;1
190050040;BT;1
190050003;HC;1
210050032;BT;1
230070002;HC;1
230090015;SA;4
230210028;BT;1
190130047;HC;1
240030027;SA;1
230150034;HC;1
230160004;SA;1
200190039;HC;1
190050015;HC;1
230150046;HC;1
190120041;BT;1
200180021;BT;1
210150041;SA;1
190040008;BT;1
230140039;BT;1
240030015;SA;1
190140017;SA;1
210200016;HC;1
210120033;BT;1
230080045;HC;1
210050007;HC;1
190120004;HC;1
230220035;HC;1
190140005;SA;1
190140030;SA;1
230090003;SA;1
230160028;SA;1
210060026;HC;1
230070014;HC;1
190110009;BT;1
210210011;SA;1
240030039;SA;1
200190015;HC;1
230140003;HC;1
190120016;HC;45
210050044;BT;1
180180041;BT;1
210080040;SA;1
190070016;SA;1
210140022;SA;1
210120008;HC;1
200180033;BT;1
210200041;BT;1
230060007;BT;1
210130040;HC;1
240030040;SA;1
240020045;HC;1
220020040;SA;1
230210016;BT;1
230210041;BT;1
180180016;HC;1
210040001;BT;1
210050019;HC;1
180170009;BT;1
210070008;SA;1
190150048;SA;1
230220023;HC;1
230170035;SA;1
200180008;HC;1
230090040;SA;3
230230017;SA;1
190050027;HC;1
240030003;SA;1
240100028;SA;1
200190040;HC;1
230140027;BT;1
180180004;BT;1
240020021;HC;1
190050039;HC;1
190080047;SA;1
230230030;SA;1
230200009;BT;1
230060019;BT;1
190040021;BT;1
210150028;SA;1
210050007;BT;1
240040046;SA;1
230140003;BT;1
190120004;BT;1
190060022;HC;1
190120016;BT;27
210140034;SA;1
220190008;BT;1
230060020;BT;1
220020039;SA;1
200190039;BT;1
200190040;BT;1
190130047;BT;1
230230042;SA;1
210210035;HC;1
180180028;HC;1
210110014;BT;1
230070026;HC;1
190130023;HC;1
180170010;BT;1
210070033;SA;1
230210016;HC;1
230230029;SA;1
230150010;HC;1
230080008;HC;1
190130035;HC;1
190050003;BT;1
230150022;HC;1
190120028;BT;17
200180008;BT;1
190060010;HC;1
230140015;BT;1
210070021;SA;1
210140046;SA;1
230220047;HC;1
210130003;SA;30
220020027;SA;1
240020033;HC;1
190080035;SA;1
210120021;HC;1
210200028;BT;1
230170047;SA;1
210050019;BT;1
190040033;BT;1
190140029;SA;1
190070004;SA;1
210120045;BT;5
210050020;BT;1
230070038;HC;1
190050040;HC;1
210200004;HC;1
240110011;SA;1
230210004;HC;1
180170022;BT;1
230160016;SA;1
230150046;BT;1
190040008;HC;1
200190027;HC;1
210060038;HC;1
190060034;SA;1
210110002;BT;1
230080021;SA;3
240100041;SA;1
210150016;SA;1
210210047;HC;1
210140022;HC;1
230220011;BT;1
240040010;SA;1
190070041;HC;1
210130015;BT;1
230090039;HC;1
240020033;BT;1
240030040;HC;1
180090002;BT;1
190110046;BT;1
190110010;HC;1
230230029;HC;1
230050001;BT;1
190030002;BT;1
190110009;HC;1
230130008;HC;1
210210011;HC;1
210050044;HC;1
230150022;SA;1
190030014;BT;1
190130035;SA;1
230230017;HC;1
220020015;SA;1
210210047;BT;1
190060009;HC;1
210040049;BT;1
230080033;SA;1
230130033;BT;1
230140040;HC;1
190100003;BT;1
210030006;BT;1
240020008;HC;1
200190003;BT;1
190060046;SA;1
230220023;BT;1
230060007;HC;1
240020045;BT;1
190080011;SA;1
230060044;BT;1
210040001;HC;1
210200004;BT;1
210060014;SA;1
210060038;SA;1
230140039;HC;1
230060032;BT;1
230150034;SA;1
190130047;SA;1
200190027;BT;1
190060022;BT;1
210140034;HC;1
230230030;HC;1
190070028;HC;1
230090027;HC;96
230080045;SA;1
190120041;HC;1
190060010;BT;1
190040021;HC;1
210210023;HC;1
230060019;HC;1
240120030;SA;1
220030046;SA;1
190120004;SA;1
210200016;BT;1
190080023;SA;1
210070045;SA;1
190040045;BT;1
210060002;SA;1
210040013;HC;1
210130027;BT;27
220020003;SA;1
230130021;BT;1
240030015;HC;1
180090014;BT;1
190050015;SA;1
190110034;BT;1
230070002;SA;1
230080008;BT;1
240040009;SA;1
210040037;BT;1
240050041;SA;1
190030038;BT;1
210130003;HC;35
190040045;HC;1
190070016;HC;1
210130040;BT;1
220030022;SA;14
190060009;BT;1
190140042;SA;1
230220047;BT;1
190120028;HC;79
230140027;HC;1
230060032;HC;1
240020008;BT;1
210040013;BT;1
200190003;HC;1
230140015;HC;1
240120029;SA;1
210140046;HC;1
230160041;SA;1
240030040;BT;1
210130039;BT;1
230090015;HC;57
190050027;SA;1
230070014;SA;1
210130015;HC;1
240040034;SA;1
190070041;BT;1
220020040;HC;1
230050025;BT;7
230090039;BT;1
190040033;HC;1
190070004;HC;1
230210004;BT;1
190110022;BT;1
190090030;SA;1
210050020;HC;1
190130011;SA;1
220030034;SA;1
210210023;BT;1
180180016;BT;1
230060020;HC;1
230070026;SA;1
210040025;BT;1
240030027;HC;1
210050032;HC;1
190030026;BT;1
230050013;BT;1
190080047;HC;1
190050039;SA;1
240020021;BT;1
180180004;HC;1
230220011;HC;1
230150009;SA;1
210130027;HC;27
230230042;HC;1
180180028;BT;1
230220035;BT;1
240030039;HC;1
190110010;BT;1
210140010;SA;1
190090042;SA;1
210210035;BT;1
240120017;SA;1
230150010;SA;1
190130023;SA;1
210060026;SA;1
220020039;HC;1
230090003;HC;1
210120008;BT;1
230130008;BT;1
190030002;HC;1
200190015;BT;1
230140040;BT;1
230090027;BT;19
240040022;SA;1
210100044;BT;1
210120021;SA;1
190080035;HC;1
190090005;SA;1
230230005;BT;1
190050040;SA;1
190070028;BT;1
230190036;SA;1
210030018;HC;1
190030026;HC;1
240030027;BT;1
240050004;SA;1
210050032;SA;1
240130048;SA;3
230170011;HC;1
220180014;HC;1
230190048;SA;1
210040050;HC;54
190040008;SA;1
240030015;BT;1
180020042;SA;1
230160004;BT;1
240120005;SA;1
220110042;SA;1
190100015;HC;1
220180038;BT;1
210030043;BT;1
240040022;HC;1
190120041;SA;1
190080023;HC;1
240110011;HC;1
190020019;BT;1
190090017;SA;1
210120033;SA;1
210100007;HC;1
240040046;HC;1
210040049;HC;1
190030014;HC;1
190100039;HC;1
210050044;SA;1
210110038;HC;1
190020007;BT;1
190110009;SA;1
240030039;BT;1
240050016;SA;1
220190045;HC;1
220110029;SA;1
220100047;HC;1
210030006;HC;1
230160028;BT;1
230180005;SA;1
190070016;BT;1
190100003;HC;1
240040010;HC;1
190110046;HC;1
210100020;BT;1
230180042;HC;1
190090029;SA;1
230170035;BT;1
240130036;SA;3
210040001;SA;1
220180002;HC;1
220110030;SA;4
210030031;BT;1
230170047;HC;1
240030003;BT;1
230230017;BT;1
240060047;SA;1
190100040;HC;1
220180026;BT;1
220170020;BT;1
230090040;BT;5
220180038;HC;1
240130012;SA;1
190080047;BT;1
210050007;SA;1
230160004;HC;1
190100027;BT;1
190110034;HC;1
190020007;HC;1
210040037;HC;1
200020009;SA;1
220190008;SA;1
220100023;SA;26
180020029;SA;1
190120016;SA;4
210020036;BT;1
240040046;BT;1
210040025;HC;1
210200041;SA;1
240030003;HC;1
190040021;SA;1
210100020;HC;1
220170019;BT;1
240120030;HC;1
190090042;HC;1
230230042;BT;1
230230029;BT;1
210110014;SA;1
240130024;SA;1
230180029;SA;40
190020032;BT;1
190100015;BT;1
190170001;SA;1
230170035;HC;1
190120028;SA;4
210020048;BT;1
240120029;HC;1
220180026;HC;1
230230005;HC;1
180020030;SA;1
210200028;SA;1
210100032;BT;1
190080035;BT;1
190030038;HC;1
210050019;SA;1
190110022;HC;1
230170047;BT;1
200150037;BT;1
190040033;SA;1
190080011;HC;1
240110011;BT;1
190020020;BT;1
220100011;SA;1
230160016;BT;1
190070004;BT;1
210120045;SA;3
230170023;HC;1
210050020;SA;1
210100019;HC;1
230180017;SA;1
210110002;SA;1
210040050;BT;6
230230030;BT;1
240040034;HC;1
210030018;BT;1
240050028;SA;1
220170007;BT;1
230080021;BT;15
210130015;SA;1
240140031;SA;1
190090029;HC;1
240040010;BT;1
200150049;BT;1
220100047;SA;1
220090012;BT;1
190100003;SA;1
220190033;BT;1
230150022;BT;1
240050028;HC;1
180030048;SA;1
200140006;BT;1
190020032;HC;1
200030028;SA;3
200150050;BT;1
190030014;SA;1
210110038;BT;1
240070042;SA;1
240050016;HC;1
180030036;SA;13
210110002;HC;1
230090040;HC;35
190020044;HC;1
210020012;HC;1
210210047;SA;1
190030002;SA;1
230080033;BT;1
210030006;SA;1
190110046;SA;1
210200004;SA;1
240140043;SA;1
210040049;SA;1
190080011;BT;1
210120045;HC;35
240120017;HC;1
230180042;SA;1
230150034;BT;1
190020020;HC;1
230160016;HC;1
230160041;HC;1
200030016;SA;1
240130048;HC;37
190180020;SA;1
230180030;SA;1
190040045;SA;1
230080045;BT;1
220100035;SA;1
240120030;BT;1
190090005;HC;1
220190021;BT;1
200140018;BT;1
240040009;BT;1
180100013;SA;1
190020019;HC;1
210110026;BT;1
210200016;SA;1
220190008;HC;1
190080023;BT;1
210120033;HC;1
240060011;SA;1
190090030;HC;1
230150009;HC;1
200150037;HC;1
210130027;SA;3
180030024;SA;1
240120005;HC;1
210030043;HC;1
230070002;BT;1
230080008;SA;1
210040037;SA;1
240050041;BT;1
190110034;SA;1
190180019;SA;1
210130040;SA;1
240140006;SA;1
240150050;SA;1
200040047;SA;1
210100019;BT;1
